Caching material files...
DDS only:270: models/darkmod/props/textures/sofa2_2
DDS only:271: models/darkmod/props/textures/sofa1_2_local
DDS only:281: models/darkmod/props/textures/sofa2_2
DDS only:292: models/darkmod/props/textures/sofa3
DDS only:293: models/darkmod/props/textures/sofa1_local
DDS only:303: models/darkmod/props/textures/sofa3
DDS only:314: models/darkmod/props/textures/sofa3_2
DDS only:315: models/darkmod/props/textures/sofa1_2_local
DDS only:325: models/darkmod/props/textures/sofa3_2
DDS only:338: models/darkmod/props/textures/wchair1_d
DDS only:339: models/darkmod/props/textures/wchair1_local
DDS only:349: models/darkmod/props/textures/wchair1_d
DDS only:360: models/darkmod/props/textures/rusticchair_d
DDS only:361: models/darkmod/props/textures/rusticchair_local
DDS only:362: models/darkmod/props/textures/rusticchair_s
DDS only:372: models/darkmod/props/textures/rusticchair_d
DDS only:389: models/darkmod/props/textures/pianostool
DDS only:390: models/darkmod/props/textures/pianostool
DDS only:400: models/darkmod/props/textures/pianostool
DDS only:409: models/darkmod/props/textures/generic_pine_wood_d
DDS only:410: models/darkmod/props/textures/generic_pine_wood_d
DDS only:411: models/darkmod/props/textures/generic_pine_wood_local
DDS only:421: models/darkmod/props/textures/generic_pine_wood_d
DDS only:430: models/darkmod/props/textures/generic_rough_wood_d
DDS only:431: models/darkmod/props/textures/generic_rough_wood_d
DDS only:432: models/darkmod/props/textures/generic_rough_wood_local
DDS only:442: models/darkmod/props/textures/generic_rough_wood_d
DDS only:9: models/chars/undead/revenant/revtop_d
DDS only:13: models/chars/undead/revenant/revtop_local
DDS only:14: models/chars/undead/revenant/revtop_s
DDS only:24: models/chars/undead/revenant/revtop_d
DDS only:38: models/chars/undead/revenant/revbottom_d
DDS only:42: models/chars/undead/revenant/revbottom_local
DDS only:43: models/chars/undead/revenant/revbottom_s
DDS only:53: models/chars/undead/revenant/revbottom_d
DDS only:69: models/chars/builders/inquisitor/inquisitortop_local
DDS only:70: models/chars/builders/inquisitor/inquisitortop_d
DDS only:71: models/chars/builders/inquisitor/inquisitortop_s
DDS only:81: models/chars/builders/inquisitor/inquisitortop_d

materials/tdm_ai_builders.mtr
Missing:89: models/chars/prelatebottom_local
DDS only:95: models/chars/builders/inquisitor/inquisitorbottom_local
DDS only:96: models/chars/builders/inquisitor/inquisitorbottom_d
DDS only:97: models/chars/builders/inquisitor/inquisitorbottom_s
DDS only:107: models/chars/builders/inquisitor/inquisitorbottom_d
Missing:115: models/chars/prelatenottom_local
DDS only:120: models/chars/builders/inquisitor/inquisitorbottom_local
DDS only:121: models/chars/builders/inquisitor/inquisitorbottom_d
Missing:122: models/chars/builders/inquisitor/inquisitornottom_s
DDS only:132: models/chars/builders/prelate/prelatebottom_d
DDS only:149: models/chars/builders/prelate/prelatetop_local
DDS only:150: models/chars/builders/prelate/prelatetop_d
DDS only:151: models/chars/builders/prelate/prelatetop_s
DDS only:161: models/chars/builders/prelate/prelatetop_d
Missing:169: models/chars/prelatebottom_local
DDS only:175: models/chars/builders/prelate/prelatebottom_local
DDS only:176: models/chars/builders/prelate/prelatebottom_d
DDS only:177: models/chars/builders/prelate/prelatebottom_s
DDS only:187: models/chars/builders/prelate/prelatebottom_d
Missing:195: models/chars/prelatenottom_local
DDS only:200: models/chars/builders/prelate/prelatebottom_local
DDS only:201: models/chars/builders/prelate/prelatebottom_d
Missing:202: models/chars/builders/prelate/prelatenottom_s
DDS only:212: models/chars/builders/prelate/prelatebottom_d
DDS only:220: models/md5/chars/chainmail_local
DDS only:226: models/md5/chars/builders/guard/builder_cloth_local
DDS only:230: models/md5/chars/builders/guard/builder_cloth
DDS only:234: models/md5/chars/builders/guard/builder_cloth_s
DDS only:244: models/md5/chars/builders/guard/builder_cloth
Missing:251: models/chars/builderbottom2_local
DDS only:257: models/md5/chars/builders/guard/builder_armor_local
DDS only:261: models/md5/chars/builders/guard/builder_armor
DDS only:265: models/md5/chars/builders/guard/builder_armor_s
DDS only:275: models/md5/chars/builders/guard/builder_armor
Missing:282: models/chars/buildertop2_local
DDS only:287: models/md5/chars/builders/guard/builder_cloth_local
DDS only:291: models/md5/chars/builders/guard/builder_cloth
DDS only:295: models/md5/chars/builders/guard/builder_cloth_s
DDS only:305: models/md5/chars/builders/guard/builder_cloth
Missing:312: models/chars/buildertop2_local
DDS only:317: models/md5/chars/builders/guard/builder_cloth_local
DDS only:321: models/md5/chars/builders/guard/builder_cloth
DDS only:325: models/md5/chars/builders/guard/builder_cloth_s
DDS only:335: models/md5/chars/builders/guard/builder_cloth
DDS only:345: models/md5/chars/builders/guard/builder_cloth
DDS only:355: models/md5/chars/builders/guard/builder_cloth
DDS only:370: models/md5/chars/builders/forger/forgerbottom_local
DDS only:374: models/md5/chars/builders/forger/forgermetal
DDS only:377: models/md5/chars/builders/forger/forgerbottom_s
DDS only:387: models/md5/chars/builders/forger/forgermetal
DDS only:398: models/md5/chars/builders/forger/forgertop_local
DDS only:402: models/md5/chars/builders/forger/forgertop_d
DDS only:406: models/md5/chars/builders/forger/forgertop_s
DDS only:416: models/md5/chars/builders/forger/forgertop_d
DDS only:426: models/md5/chars/builders/forger/forgertop_local
DDS only:431: models/md5/chars/builders/forger/forgertop_d
DDS only:435: models/md5/chars/builders/forger/forgertop_s
DDS only:445: models/md5/chars/builders/forger/forgertop_d
DDS only:456: models/md5/chars/builders/forger/forgerbottom_local
DDS only:461: models/md5/chars/builders/forger/forgerbottom_d
DDS only:464: models/md5/chars/builders/forger/forgerbottom_s
DDS only:474: models/md5/chars/builders/forger/forgerbottom_d
DDS only:494: models/md5/chars/builders/priest/priestbottom_local
DDS only:498: models/md5/chars/builders/priest/priestbottom_d
DDS only:501: models/md5/chars/builders/priest/priestbottom_s
DDS only:511: models/md5/chars/builders/priest/priestbottom_d
DDS only:522: models/md5/chars/builders/priest/priesttop_local
DDS only:529: models/md5/chars/builders/priest/priesttop_d
DDS only:532: models/md5/chars/builders/priest/priesttop_s
DDS only:542: models/md5/chars/builders/priest/priesttop_d
Missing:557: models/md5/chars/builders/priest/priesthead_local, heightmap( 
DDS only:560: models/md5/chars/builders/priest/priesthead_d
DDS only:563: models/md5/chars/builders/priest/priesthead_s
DDS only:573: models/md5/chars/builders/priest/priesthead_d
DDS only:582: textures/darkmod/metal/gen/bronze_001_d
DDS only:583: textures/darkmod/metal/gen/bronze_001_d
DDS only:584: models/md5/chars/builders/priest/priestmetal_local
DDS only:585: textures/darkmod/metal/gen/bronze_001_s
DDS only:596: textures/darkmod/metal/gen/bronze_001_d
DDS only:4: textures/water_source/w_c_editor

materials/tdm_water.mtr
Missing:19: textures/sfx/vp1
DDS only:20: textures/water_source/vp_water
DDS only:24: textures/water_source/water_clear
DDS only:34: textures/water_source/w_c_editor
Missing:50: textures/sfx/vp1
DDS only:51: textures/water_source/vp_water
DDS only:56: textures/water_source/water_clear
DDS only:67: textures/water_source/w_c_editor
Missing:82: textures/sfx/vp1
DDS only:83: textures/water_source/vp_water
DDS only:87: textures/water_source/water_clear
DDS only:98: textures/water_source/w_c_editor
Missing:113: textures/sfx/vp1
DDS only:114: textures/water_source/vp_water
DDS only:118: textures/water_source/water_clear
DDS only:128: textures/water_source/w_c_editor
Missing:143: textures/sfx/vp1
DDS only:144: textures/water_source/vp_water
DDS only:148: textures/water_source/water_clear2
Missing:158: textures/glass/glass1
Missing:179: textures/glass/glass1
Missing:202: textures/glass/glass1
DDS only:219: textures/water_source/w_c_editor
DDS only:241: textures/water_source/t_editor
Missing:256: textures/sfx/vp1
DDS only:257: textures/water_source/vp_water
DDS only:261: textures/water_source/toxin
DDS only:270: textures/water_source/neon_editor
Missing:284: textures/sfx/vp1
DDS only:285: textures/water_source/vp_water
DDS only:289: textures/water_source/neon
DDS only:299: textures/water_source/water_dark
Missing:314: textures/sfx/vp1
DDS only:315: textures/water_source/vp_water
DDS only:319: textures/water_source/water_dark
DDS only:329: textures/water_source/b1_editor
Missing:344: textures/sfx/vp1
DDS only:345: textures/water_source/vp_water
DDS only:349: textures/water_source/blood_1
DDS only:366: textures/water_source/waterspray2
DDS only:370: textures/water_source/waterspray2
DDS only:386: textures/water_source/waterspray4
DDS only:390: textures/water_source/waterspray4
DDS only:398: textures/water_source/foampuff
DDS only:405: textures/water_source/foampuff

materials/tdm_weather.mtr
Missing:4: textures/common/nodraw
Missing:16: textures/common/nodraw
Missing:28: textures/common/nodraw
Missing:40: textures/common/nodraw
Missing:52: textures/common/nodraw
Missing:64: textures/common/nodraw
Missing:78: textures/common/nodraw
Missing:90: textures/common/nodraw
Missing:102: textures/common/nodraw
Missing:114: textures/common/nodraw
Missing:126: textures/common/nodraw
Missing:138: textures/common/nodraw
Missing:150: textures/common/nodraw
Missing:162: textures/common/nodraw
DDS only:10: models/md5/chars/monsters/belcher/belcher_body
DDS only:14: models/md5/chars/monsters/belcher/belcher_body_local
DDS only:15: models/md5/chars/monsters/belcher/belcher_body_s
DDS only:25: models/md5/chars/monsters/belcher/belcher_body
DDS only:36: models/md5/chars/monsters/belcher/belcher_cave
DDS only:37: models/md5/chars/monsters/belcher/belcher_cave_local
DDS only:38: models/md5/chars/monsters/belcher/belcher_body_s
DDS only:48: models/md5/chars/monsters/belcher/belcher_cave
DDS only:60: models/md5/chars/monsters/belcher/belcher_teeth_claws
DDS only:65: models/md5/chars/monsters/belcher/belcher_teeth_claws_s
DDS only:75: models/md5/chars/monsters/belcher/belcher_teeth_claws
DDS only:87: models/md5/chars/monsters/belcher/belcher_eyes
DDS only:91: models/md5/chars/monsters/belcher/belcher_eyes_s
DDS only:95: models/md5/chars/monsters/belcher/belcher_eyes
DDS only:106: models/md5/chars/monsters/belcher/belcher_eyes_dark
DDS only:107: models/md5/chars/monsters/belcher/belcher_eyes_local
DDS only:108: models/md5/chars/monsters/belcher/belcher_eyes_dark_s
DDS only:122: models/md5/chars/monsters/belcher/belcher_salamander_body
DDS only:126: models/md5/chars/monsters/belcher/belcher_salamander_body_local
DDS only:127: models/md5/chars/monsters/belcher/belcher_salamander_body_s
DDS only:137: models/md5/chars/monsters/belcher/belcher_salamander_body
DDS only:8: textures/darkmod/nature/natural02
DDS only:9: textures/darkmod/nature/natural02
DDS only:11: textures/darkmod/nature/natural02_local
DDS only:22: textures/darkmod/nature/natural02
DDS only:32: textures/darkmod/pagan/floor/pagfloor01
DDS only:33: textures/darkmod/pagan/floor/pagfloor01
DDS only:35: textures/darkmod/pagan/floor/pagfloor01_local
DDS only:46: textures/darkmod/pagan/floor/pagfloor01
DDS only:56: textures/darkmod/castle/floor/casfloor01
DDS only:57: textures/darkmod/castle/floor/casfloor01
DDS only:58: textures/darkmod/castle/floor/casfloor01_s
DDS only:59: textures/darkmod/castle/floor/casfloor01_local
DDS only:70: textures/darkmod/castle/floor/casfloor01
DDS only:80: textures/darkmod/castle/floor/casfloor02
DDS only:81: textures/darkmod/castle/floor/casfloor02
DDS only:82: textures/darkmod/castle/floor/casfloor02_s
DDS only:83: textures/darkmod/castle/floor/casfloor02_local
DDS only:94: textures/darkmod/castle/floor/casfloor02
DDS only:105: textures/darkmod/wood/floor/boards_old_004_editor
DDS only:106: textures/darkmod/wood/floor/boards_old_004_local

materials/tdm_wood_floor.mtr
DDS only:107: textures/darkmod/wood/floor/boards_old_004
DDS only:118: textures/darkmod/wood/floor/boards_old_004
DDS only:129: textures/darkmod/wood/floor/boards_old_005_editor
DDS only:130: textures/darkmod/wood/floor/boards_old_005_local
DDS only:131: textures/darkmod/wood/floor/boards_old_005
DDS only:132: textures/darkmod/wood/floor/boards_old_005_s
DDS only:143: textures/darkmod/wood/floor/boards_old_005
DDS only:154: textures/darkmod/wood/floor/boards_old_006_editor
DDS only:155: textures/darkmod/wood/floor/boards_old_006
DDS only:156: textures/darkmod/wood/floor/boards_old_006_local
DDS only:167: textures/darkmod/wood/floor/boards_old_006
DDS only:178: textures/darkmod/wood/floor/boards_old_007_editor
DDS only:179: textures/darkmod/wood/floor/boards_old_007
DDS only:180: textures/darkmod/wood/floor/boards_old_007_local
DDS only:191: textures/darkmod/wood/floor/boards_old_007
DDS only:202: textures/darkmod/wood/floor/boards_polished_001_editor
DDS only:203: textures/darkmod/wood/floor/boards_polished_001
DDS only:204: textures/darkmod/wood/floor/boards_polished_001_s
DDS only:215: textures/darkmod/wood/floor/boards_polished_001
DDS only:226: textures/darkmod/wood/floor/boards_polished_002_editor
DDS only:227: textures/darkmod/wood/floor/boards_polished_002_local
DDS only:228: textures/darkmod/wood/floor/boards_polished_002
DDS only:229: textures/darkmod/wood/floor/boards_polished_002_s
DDS only:240: textures/darkmod/wood/floor/boards_polished_002
DDS only:251: textures/darkmod/wood/floor/boards_polished_002_dim_editor
DDS only:252: textures/darkmod/wood/floor/boards_polished_002_local
DDS only:255: textures/darkmod/wood/floor/boards_polished_002
DDS only:260: textures/darkmod/wood/floor/boards_polished_002_s
DDS only:271: textures/darkmod/wood/floor/boards_polished_002
DDS only:282: textures/darkmod/wood/floor/tile_decorative_001_editor
DDS only:283: textures/darkmod/wood/floor/tile_decorative_001
DDS only:284: textures/darkmod/wood/floor/tile_decorative_001_local
DDS only:285: textures/darkmod/wood/floor/tile_decorative_001_s
DDS only:296: textures/darkmod/wood/floor/tile_decorative_001
DDS only:307: textures/darkmod/wood/floor/tile_weave_001_editor
DDS only:308: textures/darkmod/wood/floor/tile_weave_001_local
DDS only:309: textures/darkmod/wood/floor/tile_weave_001
DDS only:310: textures/darkmod/wood/floor/tile_weave_001_s
DDS only:321: textures/darkmod/wood/floor/tile_weave_001
DDS only:9: textures/darkmod/wood/door/antique_001_editor
DDS only:10: textures/darkmod/wood/door/antique_001
DDS only:11: textures/darkmod/wood/door/antique_001_local
DDS only:22: textures/darkmod/wood/door/antique_001
DDS only:32: textures/darkmod/mansion/door/mandoor01
DDS only:33: textures/darkmod/mansion/door/mandoor01
DDS only:34: textures/darkmod/mansion/door/mandoor01_s
DDS only:35: textures/darkmod/mansion/door/mandoor01_local
DDS only:46: textures/darkmod/mansion/door/mandoor01
DDS only:56: textures/darkmod/mansion/door/mandoor02b
DDS only:57: textures/darkmod/mansion/door/mandoor02b
DDS only:59: textures/darkmod/mansion/door/mandoor02ab_local
DDS only:70: textures/darkmod/mansion/door/mandoor02b
DDS only:80: textures/darkmod/mansion/door/mandoor02a
DDS only:81: textures/darkmod/mansion/door/mandoor02a
DDS only:83: textures/darkmod/mansion/door/mandoor02ab_local
DDS only:94: textures/darkmod/mansion/door/mandoor02a
DDS only:104: textures/darkmod/mansion/door/mandoor03
DDS only:105: textures/darkmod/mansion/door/mandoor03
DDS only:106: textures/darkmod/mansion/door/mandoor03_local
DDS only:117: textures/darkmod/mansion/door/mandoor03
DDS only:127: textures/darkmod/mansion/door/mandoor01sh
DDS only:128: textures/darkmod/mansion/door/mandoor01sh
DDS only:129: textures/darkmod/mansion/door/mandoor01sh_s
DDS only:130: textures/darkmod/mansion/door/mandoor01sh_local
DDS only:141: textures/darkmod/mansion/door/mandoor01sh
DDS only:150: textures/darkmod/mansion/door/mandoor06
DDS only:151: textures/darkmod/mansion/door/mandoor06
DDS only:152: textures/darkmod/mansion/door/mandoor06_local
DDS only:163: textures/darkmod/mansion/door/mandoor06
DDS only:172: textures/darkmod/castle/door/casdoor01
DDS only:173: textures/darkmod/castle/door/casdoor01
DDS only:174: textures/darkmod/castle/door/casdoor01_s
DDS only:175: textures/darkmod/castle/door/casdoor01_local
DDS only:186: textures/darkmod/castle/door/casdoor01
DDS only:196: textures/darkmod/city/door/ctydoor01
DDS only:197: textures/darkmod/city/door/ctydoor01
DDS only:199: textures/darkmod/city/door/ctydoor01_local
DDS only:210: textures/darkmod/city/door/ctydoor01
DDS only:220: textures/darkmod/wood/door/weathered_001_d
DDS only:222: textures/darkmod/wood/door/weathered_001_d
DDS only:224: textures/darkmod/wood/door/weathered_001_local
DDS only:235: textures/darkmod/wood/door/weathered_001_d
DDS only:245: textures/darkmod/mansion/door/mandoor04
DDS only:246: textures/darkmod/mansion/door/mandoor04
DDS only:247: textures/darkmod/mansion/door/mandoor04_local
DDS only:258: textures/darkmod/mansion/door/mandoor04
DDS only:268: textures/darkmod/mansion/door/mandoor05
DDS only:269: textures/darkmod/mansion/door/mandoor05
DDS only:270: textures/darkmod/mansion/door/mandoor05_s
DDS only:271: textures/darkmod/mansion/door/mandoor05_local
DDS only:282: textures/darkmod/mansion/door/mandoor05
DDS only:297: models/darkmod/door_related/door_handle1_local
DDS only:298: models/darkmod/door_related/door_handle1_s
DDS only:308: models/darkmod/door_related/door_handle1_local
DDS only:318: models/darkmod/door_related/warehouse_frontdoor_d
DDS only:319: models/darkmod/door_related/warehouse_frontdoor_d
DDS only:331: textures/darkmod/city/door/ctydoor01
DDS only:342: models/darkmod/door_related/warehouse_frontdoor_frame_d
DDS only:343: models/darkmod/door_related/warehouse_frontdoor_frame_d
DDS only:344: models/darkmod/door_related/warehouse_frontdoor_frame_s
DDS only:351: models/darkmod/door_related/mansion_frontdoor_frame_d
DDS only:352: models/darkmod/door_related/mansion_frontdoor_frame_d
DDS only:359: textures/darkmod/mansion/door/mandoor02a
DDS only:360: textures/darkmod/mansion/door/mandoor02a
DDS only:361: textures/darkmod/mansion/door/mandoor02ab_local
DDS only:372: textures/darkmod/mansion/door/mandoor02a
DDS only:381: textures/darkmod/mansion/door/mandoor02b
DDS only:382: textures/darkmod/mansion/door/mandoor02b
DDS only:383: textures/darkmod/mansion/door/mandoor02ab_local
DDS only:394: textures/darkmod/mansion/door/mandoor02b
DDS only:409: models/darkmod/door_related/door_handle1_s
DDS only:410: models/darkmod/door_related/door_handle1_local
DDS only:414: models/darkmod/door_related/door_handle1
DDS only:421: models/darkmod/door_related/door_handle1
DDS only:431: models/darkmod/props/textures/gold_handle
DDS only:432: models/darkmod/props/textures/gold_handle
DDS only:433: models/darkmod/props/textures/gold_handle_s
DDS only:434: models/darkmod/props/textures/gold_handle_local
DDS only:445: models/darkmod/props/textures/gold_handle
DDS only:454: textures/darkmod/mansion/door/mandoor06
DDS only:455: textures/darkmod/mansion/door/mandoor06
DDS only:456: textures/darkmod/mansion/door/mandoor06_s
DDS only:457: textures/darkmod/mansion/door/mandoor06_local
DDS only:468: textures/darkmod/mansion/door/mandoor06
DDS only:477: textures/darkmod/mansion/door/mandoor04
DDS only:478: textures/darkmod/mansion/door/mandoor04
DDS only:479: textures/darkmod/mansion/door/mandoor04_s
DDS only:480: textures/darkmod/mansion/door/mandoor04_local
DDS only:491: textures/darkmod/mansion/door/mandoor04
DDS only:500: textures/darkmod/mansion/door/mandoor05
DDS only:501: textures/darkmod/mansion/door/mandoor05
DDS only:502: textures/darkmod/mansion/door/mandoor05_s
DDS only:503: textures/darkmod/mansion/door/mandoor05_local
DDS only:514: textures/darkmod/mansion/door/mandoor05
DDS only:523: textures/darkmod/mansion/door/mandoor05
DDS only:524: textures/darkmod/mansion/door/mandoor05_s
DDS only:525: textures/darkmod/mansion/door/mandoor05_local
DDS only:536: textures/darkmod/mansion/door/mandoor05
DDS only:541: textures/darkmod/sfx/mandoor05_withalpha
DDS only:550: textures/darkmod/wood/floor/boards_old_004_editor
DDS only:551: textures/darkmod/wood/floor/boards_old_004_local

materials/tdm_door.mtr
DDS only:552: textures/darkmod/wood/floor/boards_old_004
DDS only:563: textures/darkmod/wood/floor/boards_old_004
DDS only:572: textures/darkmod/metal/gen/iron_001_d
DDS only:573: textures/darkmod/metal/gen/iron_001_d
DDS only:574: textures/darkmod/metal/gen/iron_001_local
DDS only:575: textures/darkmod/metal/gen/iron_001_s
DDS only:585: textures/darkmod/metal/gen/iron_001_d

materials/tdm_sky.mtr
Missing:16: textures/gilsky/white
DDS only:39: textures/darkmod/sky/starry1/stars
DDS only:44: textures/darkmod/sky/starry1/stars
DDS only:47: textures/darkmod/sky/starry1/stars
DDS only:57: textures/darkmod/sky/starry1/stars
DDS only:88: textures/darkmod/sky/starry1/clouds
DDS only:94: textures/darkmod/sky/starry1/clouds
Missing:99: textures/darkmod/sky/starry1/clouds,8)
DDS only:109: textures/darkmod/sky/starry1/moon_editor
DDS only:112: textures/darkmod/sky/starry1/moon
DDS only:119: textures/darkmod/sky/starry1/moon_full_editor
DDS only:122: textures/darkmod/sky/starry1/moon_full
DDS only:129: textures/darkmod/sky/starry1/moon_quarter_editor
DDS only:132: textures/darkmod/sky/starry1/moon_quarter
DDS only:139: textures/darkmod/sky/starry1/moon_gibbous_editor
DDS only:142: textures/darkmod/sky/starry1/moon_gibbous
DDS only:149: textures/darkmod/sky/starry1/moon_crescent_editor
DDS only:152: textures/darkmod/sky/starry1/moon_crescent
DDS only:158: textures/darkmod/sky/starry1/moon_full_editor
DDS only:161: textures/darkmod/sky/starry1/moon_full_glared
DDS only:11: models/md5/chars/inventors/engineer/engineer_upper
DDS only:15: models/md5/chars/inventors/engineer/engineer_upper_local
DDS only:16: models/md5/chars/inventors/engineer/engineer_upper_s
DDS only:26: models/md5/chars/inventors/engineer/engineer_upper
DDS only:39: models/md5/chars/inventors/engineer/engineer_lower
DDS only:43: models/md5/chars/inventors/engineer/engineer_lower_local
DDS only:54: models/md5/chars/inventors/engineer/engineer_lower
DDS only:67: models/md5/chars/inventors/engineer/engineer_apron
DDS only:71: models/md5/chars/inventors/engineer/engineer_apron_local
DDS only:72: models/md5/chars/inventors/engineer/engineer_apron_s
DDS only:82: models/md5/chars/inventors/engineer/engineer_apron
DDS only:93: models/md5/chars/inventors/engineer/engineer_head
DDS only:97: models/md5/chars/inventors/engineer/engineer_head_local
DDS only:107: models/md5/chars/inventors/engineer/engineer_head
DDS only:118: models/md5/chars/inventors/engineer/engineer_hair
DDS only:122: models/md5/chars/inventors/engineer/engineer_hair_local
DDS only:132: models/md5/chars/inventors/engineer/engineer_hair
DDS only:145: models/md5/chars/inventors/engineer/engineer_upper
DDS only:149: models/md5/chars/inventors/engineer/engineer_upper_local
DDS only:150: models/md5/chars/inventors/engineer/engineer_upper_s
DDS only:160: models/md5/chars/inventors/engineer/engineer_upper
DDS only:172: models/md5/chars/inventors/engineer/engineer_lower
DDS only:176: models/md5/chars/inventors/engineer/engineer_lower_local
DDS only:187: models/md5/chars/inventors/engineer/engineer_lower
DDS only:199: models/md5/chars/inventors/engineer/engineer_apron
DDS only:203: models/md5/chars/inventors/engineer/engineer_apron_local
DDS only:204: models/md5/chars/inventors/engineer/engineer_apron_s
DDS only:214: models/md5/chars/inventors/engineer/engineer_apron
DDS only:224: models/md5/chars/inventors/engineer/engineer_head
DDS only:228: models/md5/chars/inventors/engineer/engineer_head_local
DDS only:238: models/md5/chars/inventors/engineer/engineer_head
DDS only:248: models/md5/chars/inventors/engineer/engineer_hair
DDS only:252: models/md5/chars/inventors/engineer/engineer_hair_local
DDS only:262: models/md5/chars/inventors/engineer/engineer_hair
DDS only:8: models/darkmod/props/textures/sq_torch_d
DDS only:9: models/darkmod/props/textures/sq_torch_d
DDS only:10: models/darkmod/props/textures/sq_torch_local
DDS only:11: models/darkmod/props/textures/sq_torch_s
DDS only:19: textures/darkmod/city/wall/metal01_d
DDS only:20: textures/darkmod/city/wall/metal01_d
DDS only:21: textures/darkmod/city/wall/metal01_local
DDS only:22: textures/darkmod/city/wall/metal01_s
DDS only:32: models/darkmod/props/textures/sq_sword_d
DDS only:33: models/darkmod/props/textures/sq_sword_d
DDS only:34: models/darkmod/props/textures/sq_sword_local
DDS only:35: models/darkmod/props/textures/sq_sword_s
DDS only:42: models/darkmod/props/textures/sq_hammer_d
DDS only:43: models/darkmod/props/textures/sq_hammer_d
DDS only:44: models/darkmod/props/textures/sq_hammer_local
DDS only:45: models/darkmod/props/textures/sq_hammer_s
DDS only:7: textures/darkmod/inventory/health
DDS only:16: textures/darkmod/inventory/holywater
DDS only:28: textures/darkmod/inventory/compass
DDS only:42: textures/darkmod/inventory/compass
DDS only:55: textures/darkmod/inventory/compass
DDS only:66: textures/darkmod/inventory/compass_glow
DDS only:76: textures/darkmod/inventory/compass
DDS only:88: textures/darkmod/inventory/hooded_lantern
DDS only:97: textures/darkmod/inventory/hooded_lantern_lit
DDS only:106: textures/darkmod/inventory/candlestick1
DDS only:10: models/darkmod/props/textures/posterbed_d
DDS only:11: models/darkmod/props/textures/posterbed_local
DDS only:21: models/darkmod/props/textures/posterbed_d
DDS only:31: models/darkmod/props/textures/singlebed1_d
DDS only:32: models/darkmod/props/textures/singlebed1_local
DDS only:42: models/darkmod/props/textures/singlebed1_d

materials/furniture_beds.mtr
Missing:55: models/mapobjects/tables/bunkbed/mattress_d
Missing:56: models/mapobjects/tables/bunkbed/mattress_local
Missing:57: models/mapobjects/tables/bunkbed/mattress_s
Missing:67: models/mapobjects/tables/bunkbed/mattress_d
DDS only:12: models/darkmod/props/textures/book_t1
DDS only:22: models/darkmod/props/textures/book_t1

materials/readable.mtr
Missing:32: models/darkmod/props/textures/burntbook_t1
Missing:42: models/darkmod/props/textures/burntbook_t1
DDS only:52: models/darkmod/props/textures/book_t2
DDS only:53: models/darkmod/props/textures/book_t2_local
DDS only:63: models/darkmod/props/textures/book_t2
DDS only:73: models/darkmod/props/textures/book_t3
DDS only:83: models/darkmod/props/textures/book_t3
DDS only:93: models/darkmod/props/textures/book_t4
DDS only:103: models/darkmod/props/textures/book_t4
DDS only:113: models/darkmod/props/textures/book_red1
DDS only:123: models/darkmod/props/textures/book_red1
DDS only:132: models/darkmod/props/textures/book_red2
DDS only:142: models/darkmod/props/textures/book_red2
DDS only:152: models/darkmod/props/textures/book_red3
DDS only:162: models/darkmod/props/textures/book_red3
DDS only:172: models/darkmod/props/textures/bookrow1
DDS only:173: models/darkmod/props/textures/bookrow1_local
DDS only:183: models/darkmod/props/textures/bookrow1
DDS only:198: models/darkmod/props/textures/pages1
DDS only:211: models/darkmod/props/textures/pages1
DDS only:224: models/darkmod/props/textures/page3
DDS only:237: models/darkmod/props/textures/page3
DDS only:250: models/darkmod/props/textures/page5
DDS only:263: models/darkmod/props/textures/page5
DDS only:276: models/darkmod/props/textures/page2
DDS only:289: models/darkmod/props/textures/page2
DDS only:298: models/darkmod/props/textures/pagepost
DDS only:303: models/darkmod/props/textures/page4p
DDS only:316: models/darkmod/props/textures/page4p
DDS only:325: models/darkmod/props/textures/pagepost
DDS only:330: models/darkmod/props/textures/page2p
DDS only:343: models/darkmod/props/textures/page2p
DDS only:356: models/darkmod/props/textures/blankparchment_d
DDS only:369: models/darkmod/props/textures/blankparchment_d
DDS only:381: models/darkmod/props/textures/blankoldparchment_d
DDS only:394: models/darkmod/props/textures/blankoldparchment_d
DDS only:407: models/darkmod/props/textures/blankfreshpaper_d
DDS only:420: models/darkmod/props/textures/blankfreshpaper_d
DDS only:429: models/darkmod/props/textures/pagepost
DDS only:434: models/darkmod/props/textures/page_tract
DDS only:447: models/darkmod/props/textures/page_tract
DDS only:456: models/darkmod/props/textures/pagepost
DDS only:461: models/darkmod/props/textures/page_handwritingp
DDS only:474: models/darkmod/props/textures/page_handwritingp
DDS only:487: models/darkmod/props/textures/pagemagic_d
DDS only:500: models/darkmod/props/textures/pagemagic_d
DDS only:513: models/darkmod/props/textures/page_letter_d
DDS only:526: models/darkmod/props/textures/page_letter_d
DDS only:539: models/darkmod/props/textures/page_illuminate_d
DDS only:552: models/darkmod/props/textures/page_illuminate_d
DDS only:565: models/darkmod/props/textures/page_map2
DDS only:578: models/darkmod/props/textures/page_map2
DDS only:591: models/darkmod/props/textures/page_journal_d
DDS only:604: models/darkmod/props/textures/page_journal_d
DDS only:614: models/darkmod/props/textures/book_cover1
DDS only:615: models/darkmod/props/textures/book_cover1_local
DDS only:616: models/darkmod/props/textures/book_cover1_s
DDS only:626: models/darkmod/props/textures/book_cover1
DDS only:710: models/darkmod/props/textures/musicscore01
